patologia,relazione,entita_collegata,tipo_entita,diagnosi,esami_laboratorio,ambito,terapia,farmaci,quadro_radiologico,anatomia_patologica
Cardiomiopatia Ipertrofica,HA_SINTOMO,Dispnea da sforzo,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,Angina pectoris,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,Sincope,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,Palpitazioni,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,Morte cardiaca improvvisa,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,dolore toracico,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,vertigini,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,intolleranza allo sforzo,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,edema periferico,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,HA_SINTOMO,affaticamento,sintomo,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,FATTORE_RISCHIO,Genetica (mutazioni del gene della beta-miosina cardiaca),stile_vita,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,FATTORE_RISCHIO,Familiari con cardiomiopatia ipertrofica,stile_vita,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,FATTORE_RISCHIO,Sport di resistenza,stile_vita,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Cardiomiopatia Ipertrofica,FATTORE_RISCHIO,Ipertensione arteriosa,stile_vita,"Ecocardiogramma, risonanza magnetica cardiaca, ECG, test genetico","BNP/NT-proBNP, troponina, funzionalità tiroidea, emocromo",Cardiologia,"Betabloccanti, calcioantagonisti, miosina cardiac specifica (mavacamten), impianto di ICD, miectomia septale","Atenololo 50-200mg al giorno
Verapamil 120-480mg al giorno
Mavacamten 2.5-15mg al giorno
Disopiramide 100-300mg 3 volte al giorno","- Ecocardiogramma: ipertrofia asimmetrica del setto interventricolare > 15mm, outflow tract sinistro obstruito
- RM cardiaca: late gadolinium enhancement, ipertrofia segmentaria
","- Ipertrofia miocardica asimmetrica
- Disorganizzazione delle fibre miocardiche (disarray)
- Fibrosi interstiziale
"
Embolia Polmonare,HA_SINTOMO,Dispnea acuta,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,Dolore toracico pleuritico,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,Tachipnea,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,Tachicardia,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,Emottisi,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,dolore alla spalla,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,sincope,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,cianosi,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,tosse secca,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,ansia,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,shock,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,HA_SINTOMO,sudorazione fredda,sintomo,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Trombosi venosa profonda,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Immobilizzazione prolungata,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Chirurgia maggiore,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Neoplasie,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Trombofilia,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Embolia Polmonare,FATTORE_RISCHIO,Gravidanza,stile_vita,"Angio-TC polmonare, scintigrafia polmonare, D-dimero, eco-Doppler venoso, ecocardiogramma","D-dimero, troponina, BNP/NT-proBNP, gas arteriosi, creatinina, emocromo",Cardiologia,"Anticoagolazione (eparina, warfarin, DOAC), trombolisi, embolectomia chirurgica o transcatetere, supporto emodinamico","Enaparina 1mg/kg EV ogni 12 ore
Warfarin dosaggio per INR 2-3
Rivaroxaban 15mg 2 volte/die per 3 settimane, poi 20mg 1 volta/die
Alteplase 100mg EV in 2 ore","- Angio-TC: difetti di riempimento nel lume arterioso polmonare, segni di ipoperfusione
- Rx torace: segni di Hampton's hump, wink sign, oligoemia
- Scintigrafia: difetti di perfusione in assenza di difetti di ventilazione
","- Embolo trombotico nelle arterie polmonari
- Infarto polmonare (nei casi di embolia periferica)
- Emorragia polmonare
"
Endocardite Infettiva,HA_SINTOMO,Febbre,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
